srcip,record_id,classification,severity,risk_score,connection_count,unique_dstip_count,unique_dsport_count,dst_src_relationship_count,state_ttl_count,attack_cat,label,reason
record-12837,12837,Watch,Low,10,8,8,8,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-12996,12996,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-13434,13434,Watch,Low,10,8,8,8,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-13470,13470,Watch,Low,10,8,8,8,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-13579,13579,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-13586,13586,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-14310,14310,Watch,Low,10,8,8,8,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-14342,14342,Watch,Low,10,8,8,8,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-14406,14406,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-14452,14452,Watch,Low,10,8,8,8,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-14802,14802,Watch,Low,10,8,8,8,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-15048,15048,Watch,Low,10,8,8,8,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-15145,15145,Watch,Low,10,8,8,8,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15244,15244,Watch,Low,10,8,8,8,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15492,15492,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-15499,15499,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-15590,15590,Watch,Low,10,8,8,8,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-15596,15596,Watch,Low,10,8,8,8,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-15657,15657,Watch,Low,10,8,8,8,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-15776,15776,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15807,15807,Watch,Low,10,8,8,8,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-15863,15863,Watch,Low,10,8,8,8,51,2,Generic,1,Repeated source-destination behavior: 51 links
record-15871,15871,Watch,Low,10,8,8,8,51,2,Generic,1,Repeated source-destination behavior: 51 links
record-16003,16003,Watch,Low,10,8,8,8,51,2,Generic,1,Repeated source-destination behavior: 51 links
record-16111,16111,Watch,Low,10,8,8,8,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-16118,16118,Watch,Low,10,8,8,8,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-16200,16200,Watch,Low,10,8,8,8,51,2,Generic,1,Repeated source-destination behavior: 51 links
record-16280,16280,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-16287,16287,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-16320,16320,Watch,Low,10,8,8,8,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-16388,16388,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-16395,16395,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-16728,16728,Watch,Low,10,8,8,8,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-17000,17000,Watch,Low,10,8,8,8,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-17140,17140,Watch,Low,10,8,8,8,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-17186,17186,Watch,Low,10,8,8,8,44,2,Generic,1,Repeated source-destination behavior: 44 links
record-17204,17204,Watch,Low,10,8,8,8,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-17213,17213,Watch,Low,10,8,8,8,44,2,Generic,1,Repeated source-destination behavior: 44 links
record-17257,17257,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-17546,17546,Watch,Low,10,8,8,8,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-17553,17553,Watch,Low,10,8,8,8,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-17753,17753,Watch,Low,10,8,8,8,51,2,Generic,1,Repeated source-destination behavior: 51 links
record-17761,17761,Watch,Low,10,8,8,8,51,2,Generic,1,Repeated source-destination behavior: 51 links
record-17828,17828,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-17884,17884,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-17891,17891,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-17898,17898,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-18179,18179,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-18185,18185,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-18188,18188,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18193,18193,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18601,18601,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18704,18704,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18712,18712,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18719,18719,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18724,18724,Watch,Low,10,8,8,8,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-18820,18820,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18843,18843,Watch,Low,10,8,8,8,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-18924,18924,Watch,Low,10,8,8,8,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-18962,18962,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19031,19031,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19084,19084,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-19370,19370,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19584,19584,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19589,19589,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19594,19594,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19601,19601,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-19672,19672,Watch,Low,10,8,8,8,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-19700,19700,Watch,Low,10,8,8,8,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-19707,19707,Watch,Low,10,8,8,8,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-19799,19799,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-20044,20044,Watch,Low,10,8,8,8,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-20072,20072,Watch,Low,10,8,8,8,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-20227,20227,Watch,Low,10,8,8,8,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-20251,20251,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-20284,20284,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-20287,20287,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-20312,20312,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-20406,20406,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-20407,20407,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-20693,20693,Watch,Low,10,8,8,8,44,2,Generic,1,Repeated source-destination behavior: 44 links
record-20711,20711,Watch,Low,10,8,8,8,44,2,Generic,1,Repeated source-destination behavior: 44 links
record-20714,20714,Watch,Low,10,8,8,8,44,2,Generic,1,Repeated source-destination behavior: 44 links
record-20725,20725,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-20726,20726,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-21138,21138,Watch,Low,10,8,8,8,37,2,Generic,1,Repeated source-destination behavior: 37 links
record-21234,21234,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-21308,21308,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-21336,21336,Watch,Low,10,8,8,8,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-21358,21358,Watch,Low,10,8,8,8,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-21484,21484,Watch,Low,10,8,8,8,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-21536,21536,Watch,Low,10,8,8,8,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-21562,21562,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-21673,21673,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-21845,21845,Watch,Low,10,8,8,8,29,2,Generic,1,Repeated source-destination behavior: 29 links
record-21940,21940,Watch,Low,10,8,8,8,33,2,Generic,1,Repeated source-destination behavior: 33 links
record-22214,22214,Watch,Low,10,8,8,8,36,2,Generic,1,Repeated source-destination behavior: 36 links
record-22842,22842,Watch,Low,10,8,8,8,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-42221,42221,Watch,Low,10,8,8,8,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42222,42222,Watch,Low,10,8,8,8,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42223,42223,Watch,Low,10,8,8,8,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42224,42224,Watch,Low,10,8,8,8,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42225,42225,Watch,Low,10,8,8,8,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42226,42226,Watch,Low,10,8,8,8,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-43114,43114,Watch,Low,10,8,8,8,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43115,43115,Watch,Low,10,8,8,8,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43116,43116,Watch,Low,10,8,8,8,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43117,43117,Watch,Low,10,8,8,8,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43118,43118,Watch,Low,10,8,8,8,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43119,43119,Watch,Low,10,8,8,8,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43216,43216,Watch,Low,10,8,8,8,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-43217,43217,Watch,Low,10,8,8,8,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-43218,43218,Watch,Low,10,8,8,8,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-43219,43219,Watch,Low,10,8,8,8,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-43220,43220,Watch,Low,10,8,8,8,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-43392,43392,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43393,43393,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43394,43394,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43395,43395,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43396,43396,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43397,43397,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43398,43398,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43401,43401,Watch,Low,10,8,8,8,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-77570,77570,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77571,77571,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77572,77572,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77573,77573,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77574,77574,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77575,77575,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77576,77576,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77868,77868,Watch,Low,10,8,8,8,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-79809,79809,Watch,Low,10,8,8,8,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-15075,15075,Watch,Low,10,8,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-15081,15081,Watch,Low,10,8,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-15986,15986,Watch,Low,10,8,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-15992,15992,Watch,Low,10,8,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-17185,17185,Watch,Low,10,8,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-42227,42227,Watch,Low,10,8,7,7,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42230,42230,Watch,Low,10,8,7,7,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42231,42231,Watch,Low,10,8,7,7,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42232,42232,Watch,Low,10,8,7,7,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-42233,42233,Watch,Low,10,8,7,7,34,2,Normal,0,Repeated source-destination behavior: 34 links
record-43120,43120,Watch,Low,10,8,7,7,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43121,43121,Watch,Low,10,8,7,7,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43122,43122,Watch,Low,10,8,7,7,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43123,43123,Watch,Low,10,8,7,7,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43124,43124,Watch,Low,10,8,7,7,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-43125,43125,Watch,Low,10,8,7,7,26,2,Normal,0,Repeated source-destination behavior: 26 links
record-77482,77482,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77483,77483,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77484,77484,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77485,77485,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77486,77486,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77487,77487,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77488,77488,Watch,Low,10,8,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77499,77499,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77500,77500,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77504,77504,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77505,77505,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77506,77506,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77507,77507,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-77508,77508,Watch,Low,10,8,7,7,40,2,Normal,0,Repeated source-destination behavior: 40 links
record-12625,12625,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-13365,13365,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-13590,13590,Watch,Low,10,7,7,7,41,2,Generic,1,Repeated source-destination behavior: 41 links
record-13634,13634,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-13640,13640,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-13645,13645,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-13652,13652,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-14019,14019,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-14025,14025,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-14361,14361,Watch,Low,10,7,7,7,39,2,Generic,1,Repeated source-destination behavior: 39 links
record-14365,14365,Watch,Low,10,7,7,7,39,2,Generic,1,Repeated source-destination behavior: 39 links
record-14627,14627,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-14993,14993,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-15111,15111,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-15117,15117,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-15192,15192,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15354,15354,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15451,15451,Watch,Low,10,7,7,7,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-15489,15489,Watch,Low,10,7,7,7,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15491,15491,Watch,Low,10,7,7,7,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-15732,15732,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-15741,15741,Watch,Low,10,7,7,7,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15747,15747,Watch,Low,10,7,7,7,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15753,15753,Watch,Low,10,7,7,7,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15758,15758,Watch,Low,10,7,7,7,26,2,Generic,1,Repeated source-destination behavior: 26 links
record-15836,15836,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-15840,15840,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-15931,15931,Watch,Low,10,7,7,7,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-16375,16375,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-16561,16561,Watch,Low,10,7,7,7,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-16567,16567,Watch,Low,10,7,7,7,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-16606,16606,Watch,Low,10,7,7,7,50,2,Generic,1,Repeated source-destination behavior: 50 links
record-16656,16656,Watch,Low,10,7,7,7,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-16702,16702,Watch,Low,10,7,7,7,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-16854,16854,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-17150,17150,Watch,Low,10,7,7,7,39,2,Generic,1,Repeated source-destination behavior: 39 links
record-17156,17156,Watch,Low,10,7,7,7,39,2,Generic,1,Repeated source-destination behavior: 39 links
record-17246,17246,Watch,Low,10,7,7,7,41,2,Generic,1,Repeated source-destination behavior: 41 links
record-17251,17251,Watch,Low,10,7,7,7,41,2,Generic,1,Repeated source-destination behavior: 41 links
record-17462,17462,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-17469,17469,Watch,Low,10,7,7,7,28,2,Generic,1,Repeated source-destination behavior: 28 links
record-17824,17824,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-18159,18159,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-18460,18460,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-18527,18527,Watch,Low,10,7,7,7,41,2,Generic,1,Repeated source-destination behavior: 41 links
record-18674,18674,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-18692,18692,Watch,Low,10,7,7,7,41,2,Generic,1,Repeated source-destination behavior: 41 links
record-18709,18709,Watch,Low,10,7,7,7,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-18716,18716,Watch,Low,10,7,7,7,27,2,Generic,1,Repeated source-destination behavior: 27 links
record-19111,19111,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-19178,19178,Watch,Low,10,7,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-19212,19212,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-19218,19218,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-19338,19338,Watch,Low,10,7,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-19613,19613,Watch,Low,10,7,7,7,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-20012,20012,Watch,Low,10,7,7,7,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-20087,20087,Watch,Low,10,7,7,7,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-20134,20134,Watch,Low,10,7,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-20138,20138,Watch,Low,10,7,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-20542,20542,Watch,Low,10,7,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-20587,20587,Watch,Low,10,7,7,7,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-21070,21070,Watch,Low,10,7,7,7,31,2,Generic,1,Repeated source-destination behavior: 31 links
record-21145,21145,Watch,Low,10,7,7,7,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-21147,21147,Watch,Low,10,7,7,7,30,2,Generic,1,Repeated source-destination behavior: 30 links
record-21172,21172,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-21173,21173,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-21634,21634,Watch,Low,10,7,7,7,35,2,Generic,1,Repeated source-destination behavior: 35 links
record-21999,21999,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-22000,22000,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-22158,22158,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-22364,22364,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-22408,22408,Watch,Low,10,7,7,7,32,2,Generic,1,Repeated source-destination behavior: 32 links
record-22814,22814,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-23079,23079,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-23080,23080,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-23081,23081,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-23087,23087,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-23142,23142,Watch,Low,10,7,7,7,34,2,Generic,1,Repeated source-destination behavior: 34 links
record-23177,23177,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-23271,23271,Watch,Low,10,7,7,7,25,2,Generic,1,Repeated source-destination behavior: 25 links
record-43126,43126,Watch,Low,10,7,7,7,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43127,43127,Watch,Low,10,7,7,7,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43128,43128,Watch,Low,10,7,7,7,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43129,43129,Watch,Low,10,7,7,7,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43130,43130,Watch,Low,10,7,7,7,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43131,43131,Watch,Low,10,7,7,7,32,2,Normal,0,Repeated source-destination behavior: 32 links
record-43434,43434,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-43435,43435,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-43436,43436,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-43437,43437,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-43438,43438,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-43439,43439,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-43440,43440,Watch,Low,10,7,7,7,25,2,Normal,0,Repeated source-destination behavior: 25 links
record-71813,71813,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71814,71814,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71815,71815,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71816,71816,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71817,71817,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71818,71818,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71819,71819,Watch,Low,10,7,7,7,31,2,Normal,0,Repeated source-destination behavior: 31 links
record-71876,71876,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71877,71877,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71878,71878,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71879,71879,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71880,71880,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71881,71881,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71882,71882,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-71906,71906,Watch,Low,10,7,7,7,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-71907,71907,Watch,Low,10,7,7,7,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-71908,71908,Watch,Low,10,7,7,7,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-71909,71909,Watch,Low,10,7,7,7,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-71910,71910,Watch,Low,10,7,7,7,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-71911,71911,Watch,Low,10,7,7,7,30,2,Normal,0,Repeated source-destination behavior: 30 links
record-77437,77437,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77438,77438,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
record-77439,77439,Watch,Low,10,7,7,7,35,2,Normal,0,Repeated source-destination behavior: 35 links
